"edges","triangles","mean_triangles","density","mean_degree","components","mean_component_size","global_clustering_coefficient"
387,21,0.00988545426016005,1.9059928848842352e-5,0.12144986662482347,6018,1.0589896975739448,0.007591276057356308
262,10,0.004707359171504786,1.2903621081128415e-5,0.08222187352895026,6134,1.0389631561786763,0.008857395925597875
348,0,0.0,1.7139160825315606e-5,0.10921073277891104,6026,1.0575838035180882,0.0
404,10,0.004707359171504786,1.9897186705251448e-5,0.12678487368586222,5989,1.0641175488395391,0.008079719903043361
492,11,0.005178095088655264,2.4231227373722063e-5,0.15440138082535698,5898,1.0805357748389284,0.0022205773501110288
160,3,0.0014122077514514358,7.880073942673842e-6,0.05021183116271771,6216,1.0252574002574002,0.0021892483580637314
457,7,0.0032951514200533502,2.2507461198762157e-5,0.14341754275851248,5932,1.0743425488873903,0.0023181366596754607
1084,26,0.012239133845912444,5.338750096161527e-5,0.3401851561274125,5376,1.185453869047619,0.005343197698314837
181,2,0.0009414718343009571,8.914333647649783e-6,0.05680213400282442,6196,1.0285668173014848,0.0035629453681710215
156,6,0.0028244155029028715,7.683072094106995e-6,0.048956535383649774,6226,1.0236106649534211,0.018018018018018018
404,7,0.0032951514200533502,1.9897186705251448e-5,0.12678487368586222,5986,1.0646508519879718,0.0021631644004944375
628,48,0.022595324023222972,3.092929022499483e-5,0.19708143731366703,5830,1.093138936535163,0.011518157094864822
425,9,0.004236623254354307,2.093144641022739e-5,0.13337517652596892,5975,1.066610878661088,0.005291005291005291
318,20,0.009414718343009571,1.5661646961064258e-5,0.09979601443590146,6092,1.0461260669730794,0.02031832035218422
354,12,0.005648831005805743,1.7434663598165875e-5,0.11109367644751295,6046,1.0540853456830963,0.007476635514018692
348,4,0.0018829436686019143,1.7139160825315606e-5,0.10921073277891104,6038,1.0554819476647896,0.0019120458891013384
300,4,0.0018829436686019143,1.4775138642513451e-5,0.09414718343009572,6079,1.0483632176344793,0.0015062131291577758
424,11,0.005178095088655264,2.088219594808568e-5,0.13306135258120194,5974,1.0667894208235689,0.0034471952366029457
309,5,0.002353679585752393,1.5218392801788855e-5,0.09697159893299859,6072,1.0495718050065876,0.0013818516812528789
284,3,0.0014122077514514358,1.3987131248246068e-5,0.08912600031382395,6096,1.0454396325459319,0.0008077544426494346
249,0,0.0,1.2263365073286166e-5,0.07814216224697944,6124,1.0406596995427826,0.0
330,11,0.005178095088655264,1.6252652506764796e-5,0.10356190177310529,6065,1.0507831821929101,0.005798629414865577
97,5,0.002353679585752393,4.777294827746016e-6,0.030440922642397616,6281,1.0146473491482249,0.021551724137931036
374,14,0.0065903028401067005,1.8419672841000103e-5,0.11737015534285265,6018,1.0589896975739448,0.004876349703935911
599,30,0.014122077514514357,2.9501026822885192e-5,0.18798054291542446,5830,1.093138936535163,0.006041079339508659
990,12,0.005648831005805743,4.875795752029439e-5,0.3106857053193159,5436,1.1723693892568066,0.0009478173871834026
121,2,0.0009414718343009571,5.959305919147092e-6,0.03797269731680527,6254,1.019027822193796,0.0018547140649149924
550,12,0.005648831005805743,2.708775417794133e-5,0.17260316962184213,5854,1.0886573283225145,0.003014065639651708
375,9,0.004236623254354307,1.8468923303141814e-5,0.11768397928761964,6014,1.059694047223146,0.0035354196674086684
237,8,0.0037658873372038285,1.1672359527585626e-5,0.07437627490977562,6159,1.0347459003084916,0.010762331838565023
157,5,0.002353679585752393,7.732322556248707e-6,0.04927035932841676,6224,1.023939588688946,0.006805807622504537
197,7,0.0032951514200533502,9.702341041917168e-6,0.06182331711909619,6193,1.0290650734700468,0.01056338028169014
82,5,0.002353679585752393,4.0385378956203435e-6,0.02573356347089283,6297,1.0120692393203112,0.030800821355236138
651,20,0.009414718343009571,3.206205085425419e-5,0.20429938804330772,5776,1.103358725761773,0.004345936549326379
80,0,0.0,3.940036971336921e-6,0.025105915581358856,6293,1.0127125377403463,0.0
564,13,0.006119566922956222,2.777726064792529e-5,0.17699670484857993,5858,1.087913963810174,0.00885759709289121
431,6,0.0028244155029028715,2.122694918307766e-5,0.13525812019457084,5961,1.0691159201476261,0.001047242262043286
401,5,0.002353679585752393,1.9749435318826315e-5,0.1258434018515613,5985,1.0648287385129491,0.0020698219953084033
365,12,0.005648831005805743,1.79764186817247e-5,0.11454573983994978,6030,1.0568822553897181,0.010253489034463116
348,4,0.0018829436686019143,1.7139160825315606e-5,0.10921073277891104,6035,1.056006628003314,0.001263823064770932
227,4,0.0018829436686019143,1.1179854906168512e-5,0.07123803546210576,6153,1.0357549163009914,0.002436548223350254
631,24,0.011297662011611486,3.107704161141996e-5,0.198022909147968,5780,1.1025951557093425,0.00561973150171714
824,21,0.00988545426016005,4.0582380804770284e-5,0.25859093048799625,5619,1.1341875778608292,0.003260700791884478
163,4,0.0018829436686019143,8.027825329098976e-6,0.051153302997018674,6218,1.0249276294628498,0.0076677316293929714
397,3,0.0014122077514514358,1.9552433470259468e-5,0.12458810607249333,5980,1.0657190635451506,0.0006526941765175139
251,8,0.0037658873372038285,1.2361865997569588e-5,0.07876981013651342,6138,1.0382860866731833,0.007319304666056725
176,6,0.0028244155029028715,8.668081336941225e-6,0.05523301427898949,6212,1.0259175788795878,0.008759124087591242
273,10,0.004707359171504786,1.3445376164687241e-5,0.0856739369213871,6116,1.0420209287115763,0.0034137460172963133
163,1,0.00047073591715047857,8.027825329098976e-6,0.051153302997018674,6212,1.0259175788795878,0.0013245033112582781
394,13,0.006119566922956222,1.9404682083834335e-5,0.12364663423819237,6010,1.0603993344425957,0.0038325471698113208
506,20,0.009414718343009571,2.4920733843706022e-5,0.15879491605209478,5923,1.075975012662502,0.010875475802066341
