"edges","triangles","mean_triangles","density","mean_degree","components","mean_component_size","global_clustering_coefficient"
1309,50,0.15,0.0026206206206206206,2.618,1,1000.0,0.05829770695685969
1373,39,0.117,0.002748748748748749,2.746,1,1000.0,0.04089479203075848
1233,40,0.12,0.0024684684684684686,2.466,1,1000.0,0.053452115812917596
1210,47,0.141,0.0024224224224224226,2.42,1,1000.0,0.06467889908256881
1252,43,0.129,0.0025065065065065064,2.504,1,1000.0,0.05616020896821942
1233,60,0.18,0.0024684684684684686,2.466,1,1000.0,0.08155867693701857
1260,40,0.12,0.0025225225225225223,2.52,1,1000.0,0.05025125628140704
1211,25,0.075,0.0024244244244244245,2.422,1,1000.0,0.03564638783269962
1243,39,0.117,0.0024884884884884884,2.486,1,1000.0,0.051360842844600525
1221,21,0.063,0.0024444444444444444,2.442,1,1000.0,0.02937062937062937
1263,53,0.159,0.0025285285285285286,2.526,1,1000.0,0.06717363751584284
1194,34,0.102,0.00239039039039039,2.388,1,1000.0,0.049586776859504134
1266,45,0.135,0.0025345345345345344,2.532,1,1000.0,0.057276198557488334
1252,64,0.192,0.0025065065065065064,2.504,1,1000.0,0.08198121263877028
1162,36,0.108,0.0023263263263263263,2.324,1,1000.0,0.053838484546360914
1272,21,0.063,0.0025465465465465465,2.544,1,1000.0,0.025925925925925925
1187,30,0.09,0.002376376376376376,2.374,1,1000.0,0.04324843825084094
1254,59,0.177,0.0025105105105105107,2.508,1,1000.0,0.07503179313268334
1209,29,0.087,0.00242042042042042,2.418,1,1000.0,0.03987167736021998
1234,41,0.123,0.0024704704704704705,2.468,1,1000.0,0.05456965394853593
1192,21,0.063,0.0023863863863863863,2.384,1,1000.0,0.03103448275862069
1193,37,0.111,0.0023883883883883883,2.386,1,1000.0,0.05184493227463802
1309,29,0.087,0.0026206206206206206,2.618,1,1000.0,0.034523809523809526
1213,46,0.138,0.0024284284284284284,2.426,1,1000.0,0.061855670103092786
1243,45,0.135,0.0024884884884884884,2.486,1,1000.0,0.05926251097453907
1217,20,0.06,0.0024364364364364366,2.434,1,1000.0,0.028530670470756064
1249,49,0.147,0.0025005005005005005,2.498,1,1000.0,0.06352636127917027
1230,41,0.123,0.0024624624624624623,2.46,1,1000.0,0.05449712007089056
1216,45,0.135,0.0024344344344344343,2.432,1,1000.0,0.06226937269372694
1284,39,0.117,0.0025705705705705707,2.568,1,1000.0,0.04595443833464258
1240,40,0.12,0.0024824824824824826,2.48,1,1000.0,0.05253940455341506
1211,48,0.144,0.0024244244244244245,2.422,1,1000.0,0.0679886685552408
1134,39,0.117,0.00227027027027027,2.268,1,1000.0,0.06190476190476191
1265,49,0.147,0.0025325325325325325,2.53,1,1000.0,0.06119900083263947
1214,40,0.12,0.0024304304304304304,2.428,1,1000.0,0.05522319374137138
1446,58,0.174,0.002894894894894895,2.892,1,1000.0,0.05312977099236641
1280,50,0.15,0.0025625625625625625,2.56,1,1000.0,0.06119951040391677
1206,42,0.126,0.0024144144144144144,2.412,1,1000.0,0.057534246575342465
1279,36,0.108,0.0025605605605605606,2.558,1,1000.0,0.044481054365733116
1285,41,0.123,0.0025725725725725727,2.57,1,1000.0,0.049979683055668425
1238,41,0.123,0.0024784784784784783,2.476,1,1000.0,0.05392371766768961
1238,46,0.138,0.0024784784784784783,2.476,1,1000.0,0.06049978079789566
1216,38,0.114,0.0024344344344344343,2.432,1,1000.0,0.05193621867881549
1206,43,0.129,0.0024144144144144144,2.412,1,1000.0,0.0597775718257646
1259,33,0.099,0.0025205205205205204,2.518,1,1000.0,0.04283859800951969
1289,48,0.144,0.0025805805805805804,2.578,1,1000.0,0.05837049047426023
1230,28,0.084,0.0024624624624624623,2.46,1,1000.0,0.038817005545286505
1244,32,0.096,0.0024904904904904904,2.488,1,1000.0,0.041379310344827586
1152,45,0.135,0.0023063063063063064,2.304,1,1000.0,0.06998444790046657
1210,33,0.099,0.0024224224224224226,2.42,1,1000.0,0.045601105481345
1217,47,0.141,0.0024364364364364366,2.434,1,1000.0,0.06461961503208066
1223,40,0.12,0.0024484484484484483,2.446,1,1000.0,0.05357142857142857
1220,46,0.138,0.0024424424424424425,2.44,1,1000.0,0.06439570695286981
1271,40,0.12,0.0025445445445445446,2.542,1,1000.0,0.04920049200492005
